"","treatment","block.id","block.size"
"1",0,"low14.001",4
"2",1,"low14.001",4
"3",0,"low14.001",4
"4",1,"low14.001",4
"5",1,"low14.002",4
"6",1,"low14.002",4
"7",0,"low14.002",4
"8",0,"low14.002",4
"9",0,"low14.003",4
"10",1,"low14.003",4
"11",1,"low14.003",4
"12",0,"low14.003",4
"13",0,"low14.004",4
"14",1,"low14.004",4
"15",1,"low14.004",4
"16",0,"low14.004",4
"17",1,"low14.005",4
"18",0,"low14.005",4
"19",1,"low14.005",4
"20",0,"low14.005",4
"21",1,"low14.006",4
"22",1,"low14.006",4
"23",0,"low14.006",4
"24",0,"low14.006",4
"25",1,"low14.007",4
"26",1,"low14.007",4
"27",0,"low14.007",4
"28",0,"low14.007",4
"29",1,"low14.008",4
"30",0,"low14.008",4
"31",0,"low14.008",4
"32",1,"low14.008",4
"33",0,"low14.009",4
"34",0,"low14.009",4
"35",1,"low14.009",4
"36",1,"low14.009",4
"37",1,"low14.010",4
"38",0,"low14.010",4
"39",0,"low14.010",4
"40",1,"low14.010",4
"41",0,"low14.011",4
"42",0,"low14.011",4
"43",1,"low14.011",4
"44",1,"low14.011",4
"45",1,"low14.012",4
"46",0,"low14.012",4
"47",1,"low14.012",4
"48",0,"low14.012",4
"49",0,"low14.013",4
"50",1,"low14.013",4
"51",1,"low14.013",4
"52",0,"low14.013",4
"53",1,"low14.014",4
"54",1,"low14.014",4
"55",0,"low14.014",4
"56",0,"low14.014",4
"57",1,"low14.015",4
"58",1,"low14.015",4
"59",0,"low14.015",4
"60",0,"low14.015",4
"61",0,"low14.016",4
"62",1,"low14.016",4
"63",1,"low14.016",4
"64",0,"low14.016",4
"65",0,"low14.017",4
"66",1,"low14.017",4
"67",0,"low14.017",4
"68",1,"low14.017",4
"69",0,"low14.018",4
"70",1,"low14.018",4
"71",1,"low14.018",4
"72",0,"low14.018",4
"73",1,"low14.019",4
"74",1,"low14.019",4
"75",0,"low14.019",4
"76",0,"low14.019",4
"77",1,"low14.020",4
"78",0,"low14.020",4
"79",1,"low14.020",4
"80",0,"low14.020",4
"81",0,"low14.021",4
"82",1,"low14.021",4
"83",1,"low14.021",4
"84",0,"low14.021",4
"85",0,"low14.022",4
"86",1,"low14.022",4
"87",1,"low14.022",4
"88",0,"low14.022",4
"89",1,"low14.023",4
"90",0,"low14.023",4
"91",0,"low14.023",4
"92",1,"low14.023",4
"93",1,"low14.024",4
"94",0,"low14.024",4
"95",1,"low14.024",4
"96",0,"low14.024",4
"97",0,"low14.025",4
"98",1,"low14.025",4
"99",1,"low14.025",4
"100",0,"low14.025",4
"101",0,"low14.026",4
"102",0,"low14.026",4
"103",1,"low14.026",4
"104",1,"low14.026",4
"105",0,"low14.027",4
"106",1,"low14.027",4
"107",1,"low14.027",4
"108",0,"low14.027",4
"109",1,"low14.028",4
"110",1,"low14.028",4
"111",0,"low14.028",4
"112",0,"low14.028",4
"113",0,"low14.029",4
"114",1,"low14.029",4
"115",0,"low14.029",4
"116",1,"low14.029",4
"117",1,"low14.030",4
"118",1,"low14.030",4
"119",0,"low14.030",4
"120",0,"low14.030",4
"121",0,"low14.031",4
"122",0,"low14.031",4
"123",1,"low14.031",4
"124",1,"low14.031",4
"125",1,"low14.032",4
"126",1,"low14.032",4
"127",0,"low14.032",4
"128",0,"low14.032",4
"129",0,"low14.033",4
"130",1,"low14.033",4
"131",1,"low14.033",4
"132",0,"low14.033",4
"133",0,"low14.034",4
"134",1,"low14.034",4
"135",1,"low14.034",4
"136",0,"low14.034",4
"137",0,"low14.035",4
"138",1,"low14.035",4
"139",1,"low14.035",4
"140",0,"low14.035",4
"141",1,"low14.036",4
"142",0,"low14.036",4
"143",1,"low14.036",4
"144",0,"low14.036",4
"145",1,"low14.037",4
"146",0,"low14.037",4
"147",1,"low14.037",4
"148",0,"low14.037",4
"149",1,"low14.038",4
"150",0,"low14.038",4
"151",1,"low14.038",4
"152",0,"low14.038",4
"153",1,"low14.039",4
"154",0,"low14.039",4
"155",1,"low14.039",4
"156",0,"low14.039",4
"157",1,"low14.040",4
"158",0,"low14.040",4
"159",1,"low14.040",4
"160",0,"low14.040",4
"161",0,"low14.041",4
"162",1,"low14.041",4
"163",0,"low14.041",4
"164",1,"low14.041",4
"165",0,"low14.042",4
"166",1,"low14.042",4
"167",1,"low14.042",4
"168",0,"low14.042",4
"169",1,"low14.043",4
"170",0,"low14.043",4
"171",1,"low14.043",4
"172",0,"low14.043",4
"173",1,"low14.044",4
"174",0,"low14.044",4
"175",0,"low14.044",4
"176",1,"low14.044",4
"177",1,"low14.045",4
"178",0,"low14.045",4
"179",0,"low14.045",4
"180",1,"low14.045",4
"181",0,"low14.046",4
"182",1,"low14.046",4
"183",0,"low14.046",4
"184",1,"low14.046",4
"185",0,"low14.047",4
"186",0,"low14.047",4
"187",1,"low14.047",4
"188",1,"low14.047",4
"189",0,"low14.048",4
