"","treatment","block.id","block.size"
"1",0,"high14.001",4
"2",1,"high14.001",4
"3",0,"high14.001",4
"4",1,"high14.001",4
"5",1,"high14.002",4
"6",1,"high14.002",4
"7",0,"high14.002",4
"8",0,"high14.002",4
"9",0,"high14.003",4
"10",1,"high14.003",4
"11",1,"high14.003",4
"12",0,"high14.003",4
"13",0,"high14.004",4
"14",1,"high14.004",4
"15",1,"high14.004",4
"16",0,"high14.004",4
"17",1,"high14.005",4
"18",0,"high14.005",4
"19",1,"high14.005",4
"20",0,"high14.005",4
"21",1,"high14.006",4
"22",1,"high14.006",4
"23",0,"high14.006",4
"24",0,"high14.006",4
"25",1,"high14.007",4
"26",1,"high14.007",4
"27",0,"high14.007",4
"28",0,"high14.007",4
"29",1,"high14.008",4
"30",0,"high14.008",4
"31",0,"high14.008",4
"32",1,"high14.008",4
"33",0,"high14.009",4
"34",0,"high14.009",4
"35",1,"high14.009",4
"36",1,"high14.009",4
"37",1,"high14.010",4
"38",0,"high14.010",4
"39",0,"high14.010",4
"40",1,"high14.010",4
"41",0,"high14.011",4
"42",0,"high14.011",4
"43",1,"high14.011",4
"44",1,"high14.011",4
"45",1,"high14.012",4
"46",0,"high14.012",4
"47",1,"high14.012",4
"48",0,"high14.012",4
"49",0,"high14.013",4
"50",1,"high14.013",4
"51",1,"high14.013",4
"52",0,"high14.013",4
"53",1,"high14.014",4
"54",1,"high14.014",4
"55",0,"high14.014",4
"56",0,"high14.014",4
"57",1,"high14.015",4
"58",1,"high14.015",4
"59",0,"high14.015",4
"60",0,"high14.015",4
"61",0,"high14.016",4
"62",1,"high14.016",4
"63",1,"high14.016",4
"64",0,"high14.016",4
"65",0,"high14.017",4
"66",1,"high14.017",4
"67",0,"high14.017",4
"68",1,"high14.017",4
"69",0,"high14.018",4
"70",1,"high14.018",4
"71",1,"high14.018",4
"72",0,"high14.018",4
"73",1,"high14.019",4
"74",1,"high14.019",4
"75",0,"high14.019",4
"76",0,"high14.019",4
"77",1,"high14.020",4
"78",0,"high14.020",4
"79",1,"high14.020",4
"80",0,"high14.020",4
"81",0,"high14.021",4
"82",1,"high14.021",4
"83",1,"high14.021",4
"84",0,"high14.021",4
"85",0,"high14.022",4
"86",1,"high14.022",4
"87",1,"high14.022",4
"88",0,"high14.022",4
"89",1,"high14.023",4
"90",0,"high14.023",4
"91",0,"high14.023",4
"92",1,"high14.023",4
"93",1,"high14.024",4
"94",0,"high14.024",4
"95",1,"high14.024",4
"96",0,"high14.024",4
"97",0,"high14.025",4
"98",1,"high14.025",4
"99",1,"high14.025",4
"100",0,"high14.025",4
"101",0,"high14.026",4
"102",0,"high14.026",4
"103",1,"high14.026",4
"104",1,"high14.026",4
"105",0,"high14.027",4
"106",1,"high14.027",4
"107",1,"high14.027",4
"108",0,"high14.027",4
"109",1,"high14.028",4
"110",1,"high14.028",4
"111",0,"high14.028",4
"112",0,"high14.028",4
"113",0,"high14.029",4
"114",1,"high14.029",4
"115",0,"high14.029",4
"116",1,"high14.029",4
"117",1,"high14.030",4
"118",1,"high14.030",4
"119",0,"high14.030",4
"120",0,"high14.030",4
"121",0,"high14.031",4
"122",0,"high14.031",4
"123",1,"high14.031",4
"124",1,"high14.031",4
"125",1,"high14.032",4
"126",1,"high14.032",4
"127",0,"high14.032",4
"128",0,"high14.032",4
"129",0,"high14.033",4
"130",1,"high14.033",4
"131",1,"high14.033",4
"132",0,"high14.033",4
"133",0,"high14.034",4
"134",1,"high14.034",4
"135",1,"high14.034",4
"136",0,"high14.034",4
"137",0,"high14.035",4
"138",1,"high14.035",4
"139",1,"high14.035",4
"140",0,"high14.035",4
"141",1,"high14.036",4
"142",0,"high14.036",4
"143",1,"high14.036",4
"144",0,"high14.036",4
"145",1,"high14.037",4
"146",0,"high14.037",4
"147",1,"high14.037",4
"148",0,"high14.037",4
"149",1,"high14.038",4
"150",0,"high14.038",4
"151",1,"high14.038",4
"152",0,"high14.038",4
"153",1,"high14.039",4
"154",0,"high14.039",4
"155",1,"high14.039",4
"156",0,"high14.039",4
"157",1,"high14.040",4
"158",0,"high14.040",4
"159",1,"high14.040",4
"160",0,"high14.040",4
"161",0,"high14.041",4
"162",1,"high14.041",4
"163",0,"high14.041",4
"164",1,"high14.041",4
"165",0,"high14.042",4
"166",1,"high14.042",4
"167",1,"high14.042",4
"168",0,"high14.042",4
"169",1,"high14.043",4
"170",0,"high14.043",4
"171",1,"high14.043",4
"172",0,"high14.043",4
"173",1,"high14.044",4
"174",0,"high14.044",4
"175",0,"high14.044",4
"176",1,"high14.044",4
"177",1,"high14.045",4
"178",0,"high14.045",4
"179",0,"high14.045",4
"180",1,"high14.045",4
"181",0,"high14.046",4
"182",1,"high14.046",4
"183",0,"high14.046",4
"184",1,"high14.046",4
"185",0,"high14.047",4
"186",0,"high14.047",4
"187",1,"high14.047",4
"188",1,"high14.047",4
"189",0,"high14.048",4
"190",1,"high14.048",4
"191",0,"high14.048",4
"192",1,"high14.048",4
"193",0,"high14.049",4
"194",1,"high14.049",4
"195",0,"high14.049",4
"196",1,"high14.049",4
"197",1,"high14.050",4
"198",0,"high14.050",4
"199",1,"high14.050",4
"200",0,"high14.050",4
"201",1,"high14.051",4
"202",0,"high14.051",4
"203",1,"high14.051",4
"204",0,"high14.051",4
"205",0,"high14.052",4
"206",1,"high14.052",4
"207",1,"high14.052",4
"208",0,"high14.052",4
"209",0,"high14.053",4
"210",1,"high14.053",4
"211",1,"high14.053",4
"212",0,"high14.053",4
"213",0,"high14.054",4
"214",1,"high14.054",4
"215",1,"high14.054",4
"216",0,"high14.054",4
"217",1,"high14.055",4
"218",0,"high14.055",4
"219",1,"high14.055",4
"220",0,"high14.055",4
"221",0,"high14.056",4
"222",0,"high14.056",4
"223",1,"high14.056",4
"224",1,"high14.056",4
"225",0,"high14.057",4
"226",0,"high14.057",4
"227",1,"high14.057",4
"228",1,"high14.057",4
"229",0,"high14.058",4
"230",1,"high14.058",4
"231",1,"high14.058",4
"232",0,"high14.058",4
"233",0,"high14.059",4
"234",1,"high14.059",4
"235",1,"high14.059",4
"236",0,"high14.059",4
"237",0,"high14.060",4
"238",0,"high14.060",4
"239",1,"high14.060",4
"240",1,"high14.060",4
"241",0,"high14.061",4
"242",1,"high14.061",4
"243",0,"high14.061",4
"244",1,"high14.061",4
"245",1,"high14.062",4
"246",1,"high14.062",4
"247",0,"high14.062",4
"248",0,"high14.062",4
"249",1,"high14.063",4
"250",1,"high14.063",4
"251",0,"high14.063",4
"252",0,"high14.063",4
"253",0,"high14.064",4
"254",1,"high14.064",4
"255",0,"high14.064",4
"256",1,"high14.064",4
"257",0,"high14.065",4
"258",0,"high14.065",4
"259",1,"high14.065",4
"260",1,"high14.065",4
"261",0,"high14.066",4
"262",1,"high14.066",4
"263",1,"high14.066",4
"264",0,"high14.066",4
"265",1,"high14.067",4
"266",0,"high14.067",4
"267",1,"high14.067",4
"268",0,"high14.067",4
"269",1,"high14.068",4
"270",1,"high14.068",4
"271",0,"high14.068",4
"272",0,"high14.068",4
"273",1,"high14.069",4
"274",1,"high14.069",4
"275",0,"high14.069",4
"276",0,"high14.069",4
"277",1,"high14.070",4
"278",0,"high14.070",4
"279",1,"high14.070",4
"280",0,"high14.070",4
"281",0,"high14.071",4
"282",1,"high14.071",4
"283",1,"high14.071",4
"284",0,"high14.071",4
"285",0,"high14.072",4
"286",1,"high14.072",4
"287",0,"high14.072",4
"288",1,"high14.072",4
"289",1,"high14.073",4
"290",1,"high14.073",4
"291",0,"high14.073",4
"292",0,"high14.073",4
"293",0,"high14.074",4
"294",1,"high14.074",4
"295",1,"high14.074",4
"296",0,"high14.074",4
"297",1,"high14.075",4
"298",1,"high14.075",4
"299",0,"high14.075",4
"300",0,"high14.075",4
"301",1,"high14.076",4
"302",0,"high14.076",4
"303",1,"high14.076",4
"304",0,"high14.076",4
"305",1,"high14.077",4
"306",0,"high14.077",4
"307",1,"high14.077",4
"308",0,"high14.077",4
"309",0,"high14.078",4
"310",1,"high14.078",4
"311",1,"high14.078",4
"312",0,"high14.078",4
"313",0,"high14.079",4
"314",1,"high14.079",4
"315",0,"high14.079",4
"316",1,"high14.079",4
"317",0,"high14.080",4
"318",1,"high14.080",4
"319",1,"high14.080",4
"320",0,"high14.080",4
"321",1,"high14.081",4
"322",0,"high14.081",4
"323",1,"high14.081",4
"324",0,"high14.081",4
"325",0,"high14.082",4
"326",0,"high14.082",4
"327",1,"high14.082",4
"328",1,"high14.082",4
"329",1,"high14.083",4
"330",0,"high14.083",4
"331",0,"high14.083",4
"332",1,"high14.083",4
"333",0,"high14.084",4
"334",0,"high14.084",4
"335",1,"high14.084",4
"336",1,"high14.084",4
"337",0,"high14.085",4
"338",1,"high14.085",4
"339",1,"high14.085",4
"340",0,"high14.085",4
"341",1,"high14.086",4
"342",1,"high14.086",4
"343",0,"high14.086",4
"344",0,"high14.086",4
"345",1,"high14.087",4
"346",0,"high14.087",4
"347",0,"high14.087",4
"348",1,"high14.087",4
"349",1,"high14.088",4
"350",1,"high14.088",4
"351",0,"high14.088",4
"352",0,"high14.088",4
"353",1,"high14.089",4
"354",0,"high14.089",4
"355",0,"high14.089",4
"356",1,"high14.089",4
"357",1,"high14.090",4
"358",0,"high14.090",4
"359",1,"high14.090",4
"360",0,"high14.090",4
"361",0,"high14.091",4
"362",1,"high14.091",4
"363",0,"high14.091",4
"364",1,"high14.091",4
"365",1,"high14.092",4
"366",0,"high14.092",4
"367",1,"high14.092",4
"368",0,"high14.092",4
"369",0,"high14.093",4
"370",1,"high14.093",4
"371",1,"high14.093",4
"372",0,"high14.093",4
"373",0,"high14.094",4
"374",0,"high14.094",4
"375",1,"high14.094",4
"376",1,"high14.094",4
"377",1,"high14.095",4
"378",1,"high14.095",4
"379",0,"high14.095",4
"380",0,"high14.095",4
"381",0,"high14.096",4
"382",1,"high14.096",4
"383",1,"high14.096",4
"384",0,"high14.096",4
"385",0,"high14.097",4
"386",1,"high14.097",4
"387",0,"high14.097",4
"388",1,"high14.097",4
"389",1,"high14.098",4
"390",1,"high14.098",4
"391",0,"high14.098",4
"392",0,"high14.098",4
"393",0,"high14.099",4
"394",1,"high14.099",4
"395",1,"high14.099",4
"396",0,"high14.099",4
"397",1,"high14.100",4
"398",0,"high14.100",4
"399",1,"high14.100",4
"400",0,"high14.100",4
"401",0,"high14.101",4
"402",1,"high14.101",4
"403",0,"high14.101",4
"404",1,"high14.101",4
"405",1,"high14.102",4
"406",0,"high14.102",4
"407",0,"high14.102",4
"408",1,"high14.102",4
"409",1,"high14.103",4
"410",1,"high14.103",4
"411",0,"high14.103",4
"412",0,"high14.103",4
"413",0,"high14.104",4
"414",1,"high14.104",4
"415",0,"high14.104",4
"416",1,"high14.104",4
"417",0,"high14.105",4
"418",0,"high14.105",4
"419",1,"high14.105",4
"420",1,"high14.105",4
"421",1,"high14.106",4
"422",0,"high14.106",4
"423",1,"high14.106",4
"424",0,"high14.106",4
"425",1,"high14.107",4
"426",0,"high14.107",4
"427",0,"high14.107",4
"428",1,"high14.107",4
"429",1,"high14.108",4
"430",0,"high14.108",4
"431",1,"high14.108",4
"432",0,"high14.108",4
"433",1,"high14.109",4
"434",0,"high14.109",4
"435",0,"high14.109",4
"436",1,"high14.109",4
"437",0,"high14.110",4
"438",1,"high14.110",4
"439",0,"high14.110",4
"440",1,"high14.110",4
"441",1,"high14.111",4
"442",0,"high14.111",4
"443",1,"high14.111",4
"444",0,"high14.111",4
